total_earnings,pct_United_States,pct_India,pct_Brazil,pct_South_Korea,pct_United_Kingdom,pct_Pakistan,pct_Argentina,pct_Russia
6570052022,33.17,27.27,5.29,4.87,2.68,2.39,2.29,2.11
